TIEMPO;FT748;FT903;FT901;TOTAL ENTRADA;REPOSICION;FT764;FT904;TOTAL RETORNO;TORRE_PILETA;TEMP_RETORNO
13 02 2023 03:42:00;4.480.000;2.970.000;3.830.000;11.280;242;7.080.000;4.550.000;11.630;36,5;41,1
13 02 2023 03:43:00;4.540.000;2.920.000;3.940.000;11.400;274;7.080.000;4.560.000;11.640;36,5;41,2
13 02 2023 03:44:00;4.600.000;2.910.000;3.880.000;11.390;225;7.050.000;4.510.000;11.560;36,5;41,3
13 02 2023 03:45:00;4.540.000;3.050.000;3.890.000;11.480;296;6.920.000;4.590.000;11.510;36,9;41,3
13 02 2023 03:46:00;4.540.000;2.960.000;3.920.000;11.420;306;7.010.000;4.710.000;11.720;36,5;41,2
13 02 2023 03:47:00;4.550.000;2.970.000;3.900.000;11.420;260;7.030.000;4.690.000;11.720;36,7;41,0
13 02 2023 03:48:00;4.560.000;2.890.000;3.870.000;11.320;263;7.130.000;4.650.000;11.780;36,7;41,0
13 02 2023 03:49:00;4.590.000;2.870.000;3.770.000;11.230;308;6.900.000;4.590.000;11.490;36,4;41,0
13 02 2023 03:50:00;4.590.000;2.950.000;3.830.000;11.370;271;7.100.000;4.650.000;11.750;36,4;41,0
13 02 2023 03:51:00;4.550.000;2.870.000;3.880.000;11.300;312;7.070.000;4.630.000;11.700;36,7;41,1
13 02 2023 03:52:00;4.610.000;2.880.000;3.760.000;11.250;264;7.030.000;4.770.000;11.800;36,4;41,1
13 02 2023 03:53:00;4.550.000;2.950.000;3.840.000;11.340;266;7.100.000;4.560.000;11.660;37,1;41,1
13 02 2023 03:54:00;4.570.000;3.030.000;3.850.000;11.450;244;7.010.000;4.620.000;11.630;36,4;41,0
13 02 2023 03:55:00;4.570.000;2.960.000;3.920.000;11.450;227;7.030.000;4.600.000;11.630;36,2;40,8
13 02 2023 03:56:00;4.510.000;2.930.000;3.830.000;11.270;224;7.050.000;4.720.000;11.770;35,4;40,6
13 02 2023 03:57:00;4.540.000;2.950.000;3.850.000;11.340;258;7.080.000;4.600.000;11.680;35,5;40,4
13 02 2023 03:58:00;4.510.000;3.000.000;3.870.000;11.380;287;7.070.000;4.670.000;11.740;36,3;40,4
13 02 2023 03:59:00;4.490.000;3.010.000;3.880.000;11.380;238;7.040.000;4.620.000;11.660;35,6;40,4
13 02 2023 04:00:00;4.550.000;2.810.000;3.900.000;11.260;256;7.100.000;4.680.000;11.780;35,8;40,5
13 02 2023 04:01:00;4.560.000;2.950.000;3.890.000;11.400;315;7.100.000;4.640.000;11.740;36,4;40,9
13 02 2023 04:02:00;4.550.000;2.870.000;3.900.000;11.320;293;7.120.000;4.660.000;11.780;36,7;41,1
13 02 2023 04:03:00;4.540.000;2.930.000;3.870.000;11.340;275;7.130.000;4.650.000;11.780;37,0;41,4
13 02 2023 04:04:00;4.560.000;2.910.000;3.810.000;11.280;261;6.980.000;4.540.000;11.520;36,7;41,4
13 02 2023 04:05:00;4.560.000;2.890.000;3.870.000;11.320;230;6.960.000;4.570.000;11.530;37,1;41,5
13 02 2023 04:06:00;4.600.000;3.010.000;3.820.000;11.430;225;7.120.000;4.670.000;11.790;36,9;41,6
13 02 2023 04:07:00;4.520.000;2.970.000;3.770.000;11.260;323;7.090.000;4.530.000;11.620;37,3;41,5
13 02 2023 04:08:00;4.560.000;2.960.000;3.890.000;11.410;262;7.070.000;4.620.000;11.690;36,7;41,3
13 02 2023 04:09:00;4.490.000;2.980.000;3.820.000;11.290;252;6.930.000;4.660.000;11.590;36,6;41,2
13 02 2023 04:10:00;4.560.000;3.010.000;3.820.000;11.390;279;7.040.000;4.530.000;11.570;36,7;41,4
13 02 2023 04:11:00;4.560.000;2.990.000;3.790.000;11.340;265;6.910.000;4.570.000;11.480;36,8;41,4
13 02 2023 04:12:00;4.490.000;2.910.000;3.850.000;11.250;318;6.930.000;4.600.000;11.530;36,7;41,4
13 02 2023 04:13:00;4.550.000;2.950.000;3.940.000;11.440;305;7.000.000;4.680.000;11.680;36,7;41,4
13 02 2023 04:14:00;4.520.000;2.880.000;3.770.000;11.170;276;7.130.000;4.560.000;11.690;37,1;41,5
13 02 2023 04:15:00;4.530.000;2.950.000;3.830.000;11.310;271;7.030.000;4.700.000;11.730;37,4;41,6
13 02 2023 04:16:00;4.570.000;3.010.000;3.920.000;11.500;270;7.080.000;4.730.000;11.810;36,8;41,8
13 02 2023 04:17:00;4.480.000;2.950.000;3.810.000;11.240;306;6.990.000;4.620.000;11.610;37,4;41,8
13 02 2023 04:18:00;4.520.000;2.960.000;3.840.000;11.320;260;7.030.000;4.700.000;11.730;37,2;41,8
13 02 2023 04:19:00;4.570.000;2.900.000;3.820.000;11.290;244;7.030.000;4.580.000;11.610;37,3;41,8
13 02 2023 04:20:00;4.520.000;2.990.000;3.770.000;11.280;281;7.030.000;4.670.000;11.700;37,4;41,7
13 02 2023 04:21:00;4.610.000;2.990.000;3.970.000;11.570;277;7.020.000;4.670.000;11.690;37,1;41,8
13 02 2023 04:22:00;4.540.000;2.880.000;3.900.000;11.320;282;7.030.000;4.590.000;11.620;37,2;41,8
13 02 2023 04:23:00;4.510.000;2.970.000;3.880.000;11.360;266;7.080.000;4.610.000;11.690;37,1;41,8
13 02 2023 04:24:00;4.540.000;2.890.000;3.900.000;11.330;313;6.990.000;4.650.000;11.640;36,9;41,7
13 02 2023 04:25:00;4.540.000;2.890.000;3.750.000;11.180;294;7.090.000;4.580.000;11.670;37,1;41,7
13 02 2023 04:26:00;4.560.000;2.910.000;3.820.000;11.290;234;7.030.000;4.630.000;11.660;37,3;41,7
13 02 2023 04:27:00;4.530.000;2.880.000;3.830.000;11.240;249;7.130.000;4.590.000;11.720;36,7;41,6
13 02 2023 04:28:00;4.500.000;2.920.000;3.930.000;11.350;244;6.960.000;4.640.000;11.600;37,3;41,8
13 02 2023 04:29:00;4.540.000;2.920.000;3.850.000;11.310;263;7.070.000;4.650.000;11.720;37,1;41,9
13 02 2023 04:30:00;4.520.000;2.950.000;3.830.000;11.300;290;7.040.000;4.660.000;11.700;37,0;42,0
13 02 2023 04:31:00;4.540.000;2.850.000;3.900.000;11.290;285;7.000.000;4.530.000;11.530;37,3;41,9
13 02 2023 04:32:00;4.570.000;2.890.000;3.740.000;11.200;283;7.070.000;4.600.000;11.670;37,0;41,9
13 02 2023 04:33:00;4.530.000;2.840.000;3.800.000;11.170;301;7.050.000;4.590.000;11.640;37,3;41,9
13 02 2023 04:34:00;4.500.000;2.890.000;3.870.000;11.260;253;7.120.000;4.660.000;11.780;36,7;41,9
13 02 2023 04:35:00;4.530.000;2.930.000;3.810.000;11.270;296;7.150.000;4.690.000;11.840;37,4;41,9
13 02 2023 04:36:00;4.590.000;2.880.000;3.820.000;11.290;250;6.970.000;4.650.000;11.620;37,4;42,1
13 02 2023 04:37:00;4.640.000;3.000.000;3.830.000;11.470;297;7.030.000;4.640.000;11.670;37,8;42,2
13 02 2023 04:38:00;4.540.000;2.950.000;3.850.000;11.340;269;7.030.000;4.670.000;11.700;37,4;42,5
13 02 2023 04:39:00;4.470.000;2.980.000;3.780.000;11.230;281;7.050.000;4.610.000;11.660;38,2;42,8
13 02 2023 04:40:00;4.570.000;2.990.000;3.850.000;11.410;257;6.960.000;4.630.000;11.590;38,2;43,1
13 02 2023 04:41:00;4.610.000;2.940.000;3.860.000;11.410;262;6.970.000;4.710.000;11.680;38,5;43,1
13 02 2023 04:42:00;4.630.000;2.890.000;3.840.000;11.360;308;7.060.000;4.620.000;11.680;38,9;43,1
13 02 2023 04:43:00;4.530.000;3.010.000;3.790.000;11.330;343;6.980.000;4.710.000;11.690;38,2;42,8
13 02 2023 04:44:00;4.540.000;3.010.000;3.960.000;11.510;235;6.950.000;4.590.000;11.540;37,8;42,1
13 02 2023 04:45:00;4.490.000;2.880.000;3.760.000;11.130;274;7.030.000;4.650.000;11.680;37,4;41,5
13 02 2023 04:46:00;4.530.000;2.780.000;3.900.000;11.210;276;7.030.000;4.630.000;11.660;36,1;41,0
13 02 2023 04:47:00;4.530.000;2.980.000;3.880.000;11.390;275;7.020.000;4.580.000;11.600;36,0;40,7
13 02 2023 04:48:00;4.530.000;3.010.000;3.740.000;11.280;294;7.070.000;4.420.000;11.490;35,6;40,4
13 02 2023 04:49:00;4.560.000;2.920.000;3.850.000;11.330;248;7.040.000;4.570.000;11.610;36,4;40,5
13 02 2023 04:50:00;4.470.000;2.940.000;3.850.000;11.260;235;6.980.000;4.650.000;11.630;36,2;40,6
13 02 2023 04:51:00;4.540.000;2.980.000;3.820.000;11.340;263;7.090.000;4.600.000;11.690;36,1;40,7
13 02 2023 04:52:00;4.550.000;2.910.000;3.820.000;11.280;236;7.010.000;4.650.000;11.660;36,4;40,9
13 02 2023 04:53:00;4.590.000;2.900.000;3.890.000;11.380;239;7.080.000;4.590.000;11.670;36,3;41,3
13 02 2023 04:54:00;4.560.000;2.780.000;3.840.000;11.180;337;7.090.000;4.570.000;11.660;37,4;41,7
13 02 2023 04:55:00;4.540.000;2.950.000;3.840.000;11.330;298;7.110.000;4.670.000;11.780;37,3;42,0
13 02 2023 04:56:00;4.480.000;2.930.000;3.880.000;11.290;263;6.980.000;4.470.000;11.450;37,9;42,1
13 02 2023 04:57:00;4.560.000;2.900.000;3.760.000;11.220;259;7.080.000;4.570.000;11.650;37,8;42,1
13 02 2023 04:58:00;4.520.000;2.860.000;3.860.000;11.240;268;7.070.000;4.560.000;11.630;37,6;42,1
13 02 2023 04:59:00;4.510.000;2.920.000;3.870.000;11.300;304;7.000.000;4.680.000;11.680;37,8;42,0
13 02 2023 05:00:00;4.590.000;2.890.000;3.830.000;11.310;289;6.940.000;4.650.000;11.590;37,4;41,7
